workerid,proliferate.condition,ah_response,item,object,predicate,prior_condition,prior_fact,prior_rating,question_order,response,rt,slide_number_in_experiment,speaker_response,text,trigger,trigger_class,utterance,error
1005,condition1,1,emily,,inform,high_prob,Emily has been saving for a year,0.561555555555556,speaker_first,,50567,27,1,,inform_neg,Control,"<font color=""red"">Nicholas</font> informed Sam that Emily didn't buy a car yesterday.",
1005,condition1,0.7,zoe,,think,high_prob,Zoe is a math major,0.745971223021583,speaker_first,,16120,28,0.69,,think_pos,Critical,"<font color=""red"">Jason</font> thinks that Zoe calculated the tip.",
1005,condition1,0.25,jackson,,think,low_prob,Jackson is obese,0.186013986013986,speaker_first,,19888,29,0.28,,think_pos,Critical,"<font color=""red"">Laura</font> thinks that Jackson ran 10 miles.",
917,condition1,,,Mary,,,,,,Mary,0,1,,bot_check,,,,
917,condition1,,kids,,MC,neutral,Many children like ice cream,0,speaker_first,,99217,4,0.98,,MC,Filler,Jack was playing outside with the kids.,
917,condition1,0.97,grace,,know,low_prob,Grace hates her sister,0.24777027027027,speaker_first,,28634,5,0.52,,know_pos,Critical,"<font color=""red"">Michelle</font> knows that Grace visited her sister.",
917,condition1,0.56,emily,,think,low_prob,Emily never has any money,0.151655629139073,speaker_first,,30899,6,0.99,,think_neg,Critical,"<font color=""red"">Brandon</font> thinks that Emily didn't buy a car yesterday.",
917,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,speaker_first,,35525,7,0.97,,MC,Filler,Ann dances ballet.,
917,condition1,0.78,jon,,inform,high_prob,Jon lives 2 blocks away from work,0.7559375,speaker_first,,35741,8,0.5,,inform_neg,Control,"<font color=""red"">Emily</font> informed Sam that Jon doesn't walk to work.",
917,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,speaker_first,,29215,9,0.97,,MC,Filler,These muffins have blueberries in them.,
917,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,speaker_first,,14720,10,0.97,,MC,Filler,Carl's kids were in the garage.,
917,condition1,0.84,sophia,,think,high_prob,Sophia is a hipster,0.634248366013072,speaker_first,,41618,11,0.59,,think_neg,Critical,"<font color=""red"">Sharon</font> thinks that Sophia didn't a tattoo.",
917,condition1,0.96,julian,,think,high_prob,Julian is Cuban,0.599493670886076,speaker_first,,20334,12,0.51,,think_pos,Critical,"<font color=""red"">Ronald</font> thinks that Julian dances salsa.",
917,condition1,,zoe,,Polar,low_prob,Zoe is 5 years old,0.192108843537415,speaker_first,,8745,13,0.97,,bare_pos,Critical,Zoe calculated the tip.,
917,condition1,,hat,,MC,neutral,Hats are worn on the head,0,speaker_first,,9097,14,0.98,,MC,Filler,Samantha has a new hat.,
917,condition1,,mia,,Polar,low_prob,Mia is a nun,0.224901960784314,speaker_first,,9068,15,0.98,,bare_neg,Critical,Mia didn't drink 2 cocktails last night.,
917,condition1,,mary,,Polar,high_prob,Mary is taking a prenatal yoga class,0.815167785234899,speaker_first,,10082,16,0.96,,bare_neg,Critical,Mary isn't pregnant.,
917,condition1,0.97,frank,,know,high_prob,Frank has always wanted a pet,0.67972027972028,speaker_first,,25926,17,0.97,,know_pos,Critical,"<font color=""red"">Eric</font> knows that Frank got a cat.",
917,condition1,0.96,jayden,,know,low_prob,Jayden doesn't have a driver's license,0.1756,speaker_first,,25209,18,0.98,,know_neg,Critical,"<font color=""red"">Jason</font> knows that Jayden didn't rent a car.",
917,condition1,0.97,isabella,,say,high_prob,Isabella is from Argentina,0.517707006369427,speaker_first,,21464,19,0.87,,say_neg,Control,"<font color=""red"">Jacob</font> said that Isabella didn't eat a steak on Sunday.",
917,condition1,0.97,danny,,say,low_prob,Danny is a diabetic,0.27993006993007,speaker_first,,21328,20,0.92,,say_neg,Control,"<font color=""red"">Jonathan</font> said that Danny didn't eat the last cupcake.",
917,condition1,0.91,emma,,think,low_prob,Emma is in first grade,0.323098591549296,speaker_first,,23392,21,0.77,,think_pos,Critical,"<font color=""red"">Nicholas</font> thinks that Emma studied on Saturday morning.",
917,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,speaker_first,,7976,22,0.97,,MC,Filler,This pizza has mushrooms on it.,
917,condition1,0.96,tony,,say,high_prob,Tony really likes to party with his friends,0.747279411764706,speaker_first,,15301,23,0.88,,say_pos,Control,"<font color=""red"">Timothy</font> said that Tony had a drink last night.",
917,condition1,0.98,josie,,inform,high_prob,Josie loves France,0.73343949044586,speaker_first,,21273,24,0.89,,inform_pos,Control,"<font color=""red"">Laura</font> informed Sam that Josie went on vacation to France.",
917,condition1,0.96,olivia,,inform,low_prob,Olivia has two small children,0.210592105263158,speaker_first,,15212,25,0.9,,inform_neg,Control,"<font color=""red"">Ryan</font> informed Sam that Olivia doesn't sleep until noon.",
917,condition1,,owen,,Polar,high_prob,Owen lives in Chicago,0.74648275862069,speaker_first,,8495,26,0.96,,bare_pos,Critical,Owen shoveled snow last winter.,
917,condition1,0.98,jackson,,inform,low_prob,Jackson is obese,0.186013986013986,speaker_first,,22064,27,0.72,,inform_pos,Control,"<font color=""red"">Deborah</font> informed Sam that Jackson ran 10 miles.",
917,condition1,0.99,josh,,know,high_prob,Josh is a 5-year old boy,0.544575163398693,speaker_first,,48106,28,0.92,,know_neg,Critical,"<font color=""red"">Jeffrey</font> knows that Josh didn't learn to ride a bike yesterday.",
917,condition1,0.97,charley,,say,low_prob,Charley lives in Korea,0.277066666666667,speaker_first,,13156,29,0.83,,say_pos,Control,"<font color=""red"">Rebecca</font> said that Charley speaks Spanish.",
847,condition1,,,Sarah,,,,,,Sarah,0,1,,bot_check,,,,
847,condition1,0.93,grace,,think,low_prob,Grace hates her sister,0.24777027027027,ah_first,,28301,4,0.28,,think_pos,Critical,"<font color=""red"">Eric</font> thinks that Grace visited her sister.",
847,condition1,0.96,jayden,,know,high_prob,Jayden's car is in the shop,0.687794117647059,ah_first,,21530,5,0.92,,know_neg,Critical,"<font color=""red"">Deborah</font> knows that Jayden didn't rent a car.",
847,condition1,0.99,emily,,know,low_prob,Emily never has any money,0.151655629139073,ah_first,,11577,6,0.95,,know_neg,Critical,"<font color=""red"">Jonathan</font> knows that Emily didn't buy a car yesterday.",
847,condition1,,owen,,Polar,high_prob,Owen lives in Chicago,0.74648275862069,ah_first,,11624,7,0.96,,bare_pos,Critical,Owen shoveled snow last winter.,
847,condition1,0.97,jon,,say,high_prob,Jon lives 2 blocks away from work,0.7559375,ah_first,,51968,8,0.69,,say_neg,Control,"<font color=""red"">Carol</font> said that Jon doesn't walk to work.",
847,condition1,0.73,olivia,,think,low_prob,Olivia has two small children,0.210592105263158,ah_first,,20921,9,0.73,,think_neg,Critical,"<font color=""red"">Laura</font> thinks that Olivia doesn't sleep until noon.",
847,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,8056,10,0.97,,MC,Filler,These muffins have blueberries in them.,
847,condition1,,isabella,,Polar,high_prob,Isabella is from Argentina,0.517707006369427,ah_first,,11383,11,0.95,,bare_neg,Critical,Isabella didn't eat a steak on Sunday.,
847,condition1,0.98,jackson,,inform,low_prob,Jackson is obese,0.186013986013986,ah_first,,23517,12,0.77,,inform_neg,Control,"<font color=""red"">Stephanie</font> informed Sam that Jackson didn't run 10 miles.",
847,condition1,,mia,,Polar,low_prob,Mia is a nun,0.224901960784314,ah_first,,10461,13,0.96,,bare_neg,Critical,Mia didn't drink 2 cocktails last night.,
847,condition1,0.98,sophia,,say,low_prob,Sophia is a high end fashion model,0.415413533834586,ah_first,,33600,14,0.58,,say_neg,Control,"<font color=""red"">Michelle</font> said that Sophia didn't get a tattoo.",
847,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,8472,15,0.96,,MC,Filler,Jack was playing outside with the kids.,
847,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,5029,16,0.98,,MC,Filler,This pizza has mushrooms on it.,
847,condition1,0.88,josh,,say,high_prob,Josh is a 5-year old boy,0.544575163398693,ah_first,,14175,17,0.53,,say_pos,Control,"<font color=""red"">Ryan</font> said that Josh learned to ride a bike yesterday.",
847,condition1,0.98,josie,,inform,high_prob,Josie loves France,0.73343949044586,ah_first,,16401,18,0.52,,inform_neg,Control,"<font color=""red"">Sharon</font> informed Sam that Josie didn't go on vacation to France.",
847,condition1,0.91,mary,,say,low_prob,Mary is a middle school student,0.225401459854015,ah_first,,11995,19,0.52,,say_pos,Control,"<font color=""red"">Shirley</font> said that Mary is pregnant.",
847,condition1,1,frank,,inform,high_prob,Frank has always wanted a pet,0.67972027972028,ah_first,,13279,20,0.89,,inform_pos,Control,"<font color=""red"">Gary</font> informed Sam that Frank got a cat.",
847,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,8784,21,0.99,,MC,Filler,Ann dances ballet.,
847,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,7373,22,0.98,,MC,Filler,Carl's kids were in the garage.,
847,condition1,0.96,julian,,inform,low_prob,Julian is German,0.401796875,ah_first,,14000,23,0.75,,inform_pos,Control,"<font color=""red"">Ronald</font> informed Sam that Julian dances salsa.",
847,condition1,0.87,zoe,,think,high_prob,Zoe is a math major,0.745971223021583,ah_first,,14826,24,0.75,,think_neg,Critical,"<font color=""red"">Brandon</font> thinks that Zoe didn't calculate the tip.",
847,condition1,0.98,emma,,think,high_prob,Emma is in law school,0.680763888888889,ah_first,,11924,25,0.73,,think_pos,Critical,"<font color=""red"">Amanda</font> thinks that Emma studied on Saturday morning.",
847,condition1,0.97,tony,,know,high_prob,Tony really likes to party with his friends,0.747279411764706,ah_first,,15223,26,0.99,,know_pos,Critical,"<font color=""red"">Melissa</font> knows that Tony had a drink last night.",
847,condition1,0.97,charley,,know,low_prob,Charley lives in Korea,0.277066666666667,ah_first,,10785,27,0.99,,know_pos,Critical,"<font color=""red"">Rebecca</font> knows that Charley speaks Spanish.",
847,condition1,,danny,,Polar,low_prob,Danny is a diabetic,0.27993006993007,ah_first,,8656,28,0.95,,bare_pos,Critical,Danny ate the last cupcake.,
847,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,14178,29,0.99,,MC,Filler,Samantha has a new hat.,
755,condition1,,,Jessica,,,,,,Jessica,0,1,,bot_check,,,,
755,condition1,0.91,jayden,,think,low_prob,Jayden doesn't have a driver's license,0.1756,ah_first,,39381,4,0.3,,think_neg,Critical,"<font color=""red"">Jeffrey</font> thinks that Jayden didn't rent a car.",
755,condition1,,sophia,,Polar,low_prob,Sophia is a high end fashion model,0.415413533834586,ah_first,,14384,5,0.84,,bare_neg,Critical,Sophia didn't get a tattoo.,
755,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,12668,6,0.96,,MC,Filler,This pizza has mushrooms on it.,
755,condition1,0.85,zoe,,know,high_prob,Zoe is a math major,0.745971223021583,ah_first,,25942,7,0.65,,know_neg,Critical,"<font color=""red"">Sharon</font> knows that Zoe didn't calculate the tip.",
755,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,9523,8,0.91,,MC,Filler,Samantha has a new hat.,
755,condition1,,charley,,Polar,low_prob,Charley lives in Korea,0.277066666666667,ah_first,,10571,9,0.71,,bare_pos,Critical,Charley speaks Spanish.,
755,condition1,0.88,danny,,say,low_prob,Danny is a diabetic,0.27993006993007,ah_first,,16937,10,0.6,,say_pos,Control,"<font color=""red"">Ryan</font> said that Danny ate the last cupcake.",
755,condition1,0.89,emily,,inform,high_prob,Emily has been saving for a year,0.561555555555556,ah_first,,18411,11,0.85,,inform_pos,Control,"<font color=""red"">Melissa</font> informed Sam that Emily bought a car yesterday.",
755,condition1,0.84,olivia,,inform,low_prob,Olivia has two small children,0.210592105263158,ah_first,,14712,12,0.36,,inform_pos,Control,"<font color=""red"">Eric</font> informed Sam that Olivia sleeps until noon.",
755,condition1,0.89,grace,,think,low_prob,Grace hates her sister,0.24777027027027,ah_first,,12056,13,0.38,,think_pos,Critical,"<font color=""red"">Jason</font> thinks that Grace visited her sister.",
755,condition1,0.93,mary,,inform,high_prob,Mary is taking a prenatal yoga class,0.815167785234899,ah_first,,16674,14,0.51,,inform_neg,Control,"<font color=""red"">Timothy</font> informed Sam that Mary isn't pregnant.",
755,condition1,0.92,frank,,think,high_prob,Frank has always wanted a pet,0.67972027972028,ah_first,,14350,15,0.41,,think_pos,Critical,"<font color=""red"">Carol</font> thinks that Frank got a cat.",
755,condition1,0.9,isabella,,think,high_prob,Isabella is from Argentina,0.517707006369427,ah_first,,12628,16,0.33,,think_neg,Critical,"<font color=""red"">Deborah</font> thinks that Isabella didn't eat a steak on Sunday.",
755,condition1,,tony,,Polar,high_prob,Tony really likes to party with his friends,0.747279411764706,ah_first,,5708,17,0.9,,bare_neg,Critical,Tony didn't have a drink last night.,
755,condition1,0.92,josie,,know,low_prob,Josie doesn't have a passport,0.117286821705426,ah_first,,16602,18,0.61,,know_pos,Critical,"<font color=""red"">Emily</font> knows that Josie went on vacation to France.",
755,condition1,0.9,emma,,inform,low_prob,Emma is in first grade,0.323098591549296,ah_first,,8295,19,0.35,,inform_neg,Control,"<font color=""red"">Jonathan</font> informed Sam that Emma didn't study on Saturday morning.",
755,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,3810,20,0.93,,MC,Filler,Jack was playing outside with the kids.,
755,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,2620,21,0.88,,MC,Filler,Carl's kids were in the garage.,
755,condition1,0.93,mia,,know,high_prob,Mia is a college student,0.579022556390977,ah_first,,12346,22,0.44,,know_pos,Critical,"<font color=""red"">Jacob</font> knows that Mia drank 2 cocktails last night.",
755,condition1,0.9,owen,,say,low_prob,Owen lives in New Orleans,0.279503546099291,ah_first,,8820,23,0.48,,say_neg,Control,"<font color=""red"">Stephanie</font> said that Owen didn't shovel snow last winter.",
755,condition1,0.88,jon,,say,high_prob,Jon lives 2 blocks away from work,0.7559375,ah_first,,6654,24,0.27,,say_pos,Control,"<font color=""red"">Nicholas</font> said that Jon walks to work.",
755,condition1,0.87,josh,,say,high_prob,Josh is a 5-year old boy,0.544575163398693,ah_first,,11353,25,0.6,,say_neg,Control,"<font color=""red"">Rebecca</font> said that Josh didn't learn to ride a bike yesterday.",
755,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,3417,26,0.95,,MC,Filler,Ann dances ballet.,
755,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,3105,27,0.9,,MC,Filler,These muffins have blueberries in them.,
755,condition1,,julian,,Polar,high_prob,Julian is Cuban,0.599493670886076,ah_first,,2786,28,0.89,,bare_pos,Critical,Julian dances salsa.,
755,condition1,0.89,jackson,,know,low_prob,Jackson is obese,0.186013986013986,ah_first,,9282,29,0.37,,know_neg,Critical,"<font color=""red"">Michelle</font> knows that Jackson didn't run 10 miles.",
898,condition1,,,Elizabeth,,,,,,Elizabeth,0,1,,bot_check,,,,
898,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,10761,4,1,,MC,Filler,This pizza has mushrooms on it.,
898,condition1,0.73,jackson,,inform,low_prob,Jackson is obese,0.186013986013986,ah_first,,27099,5,0.64,,inform_neg,Control,"<font color=""red"">Nicholas</font> informed Sam that Jackson didn't run 10 miles.",
898,condition1,0.67,jayden,,inform,high_prob,Jayden's car is in the shop,0.687794117647059,ah_first,,12084,6,0.66,,inform_neg,Control,"<font color=""red"">Carol</font> informed Sam that Jayden didn't rent a car.",
898,condition1,,frank,,Polar,low_prob,Frank is allergic to cats,0.16965034965035,ah_first,,8170,7,0.66,,bare_pos,Critical,Frank got a cat.,
898,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,5891,8,0.98,,MC,Filler,These muffins have blueberries in them.,
898,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,9422,9,0.86,,MC,Filler,Carl's kids were in the garage.,
898,condition1,0.89,emma,,inform,high_prob,Emma is in law school,0.680763888888889,ah_first,,11818,10,0.94,,inform_pos,Control,"<font color=""red"">Laura</font> informed Sam that Emma studied on Saturday morning.",
898,condition1,0.78,sophia,,inform,low_prob,Sophia is a high end fashion model,0.415413533834586,ah_first,,10727,11,0.77,,inform_pos,Control,"<font color=""red"">Ryan</font> informed Sam that Sophia got a tattoo.",
898,condition1,0.1,jon,,think,low_prob,Jon lives 10 miles away from work,0.235696202531646,ah_first,,18364,12,0.42,,think_neg,Critical,"<font color=""red"">Jacob</font> thinks that Jon doesn't walk to work.",
898,condition1,0.99,danny,,think,high_prob,Danny loves cake,0.697062937062937,ah_first,,20972,13,0.99,,think_pos,Critical,"<font color=""red"">Brandon</font> thinks that Danny ate the last cupcake.",
898,condition1,0.53,zoe,,say,high_prob,Zoe is a math major,0.745971223021583,ah_first,,14762,14,0.82,,say_neg,Control,"<font color=""red"">Timothy</font> said that Zoe didn't calculate the tip.",
898,condition1,0.92,charley,,say,low_prob,Charley lives in Korea,0.277066666666667,ah_first,,18931,15,0.74,,say_neg,Control,"<font color=""red"">Ronald</font> said that Charley doesn't speak Spanish.",
898,condition1,,isabella,,Polar,low_prob,Isabella is a vegetarian,0.125813953488372,ah_first,,7097,16,0.98,,bare_neg,Critical,Isabella didn't eat a steak on Sunday.,
898,condition1,,grace,,Polar,high_prob,Grace loves her sister,0.790144927536232,ah_first,,7616,17,0.36,,bare_neg,Critical,Grace didn't visit her sister.,
898,condition1,0.88,josh,,know,high_prob,Josh is a 5-year old boy,0.544575163398693,ah_first,,10679,18,0.87,,know_pos,Critical,"<font color=""red"">Rebecca</font> knows that Josh learned to ride a bike yesterday.",
898,condition1,0.75,emily,,say,high_prob,Emily has been saving for a year,0.561555555555556,ah_first,,10613,19,0.58,,say_pos,Control,"<font color=""red"">Sharon</font> said that Emily bought a car yesterday.",
898,condition1,0.83,olivia,,know,high_prob,Olivia works the third shift,0.664776119402985,ah_first,,8685,20,0.74,,know_neg,Critical,"<font color=""red"">Jason</font> knows that Olivia doesn't sleep until noon.",
898,condition1,0.89,mary,,say,low_prob,Mary is a middle school student,0.225401459854015,ah_first,,10194,21,0.86,,say_pos,Control,"<font color=""red"">Jeffrey</font> said that Mary is pregnant.",
898,condition1,,tony,,Polar,high_prob,Tony really likes to party with his friends,0.747279411764706,ah_first,,4854,22,1,,bare_pos,Critical,Tony had a drink last night.,
898,condition1,0.98,owen,,know,low_prob,Owen lives in New Orleans,0.279503546099291,ah_first,,15050,23,0.95,,know_pos,Critical,"<font color=""red"">Gary</font> knows that Owen shoveled snow last winter.",
898,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,11581,24,0.95,,MC,Filler,Samantha has a new hat.,
898,condition1,0.59,josie,,think,high_prob,Josie loves France,0.73343949044586,ah_first,,7932,25,0.57,,think_neg,Critical,"<font color=""red"">Eric</font> thinks that Josie didn't go on vacation to France.",
898,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,7082,26,0.21,,MC,Filler,Jack was playing outside with the kids.,
898,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,8101,27,0.69,,MC,Filler,Ann dances ballet.,
898,condition1,0.51,mia,,know,low_prob,Mia is a nun,0.224901960784314,ah_first,,11866,28,0.63,,know_neg,Critical,"<font color=""red"">Melissa</font> knows that Mia didn't drink 2 cocktails last night.",
898,condition1,0.63,julian,,think,low_prob,Julian is German,0.401796875,ah_first,,11768,29,0.74,,think_pos,Critical,"<font color=""red"">Michelle</font> thinks that Julian dances salsa.",
690,condition1,,,Elizabeth,,,,,,Elizabeth,0,1,,bot_check,,,,
690,condition1,,kids,,MC,neutral,Many children like ice cream,0,ah_first,,12897,4,0.93,,MC,Filler,Jack was playing outside with the kids.,
690,condition1,,isabella,,Polar,high_prob,Isabella is from Argentina,0.517707006369427,ah_first,,11275,5,0.88,,bare_neg,Critical,Isabella didn't eat a steak on Sunday.,
690,condition1,0.84,jayden,,say,low_prob,Jayden doesn't have a driver's license,0.1756,ah_first,,21193,6,0.1,,say_pos,Control,"<font color=""red"">Michelle</font> said that Jayden rented a car.",
690,condition1,0.96,emily,,know,high_prob,Emily has been saving for a year,0.561555555555556,ah_first,,15628,7,0.84,,know_pos,Critical,"<font color=""red"">Eric</font> knows that Emily bought a car yesterday.",
690,condition1,0.97,josh,,inform,low_prob,Josh is a 75-year old man,0.236917293233083,ah_first,,42040,8,0.98,,inform_neg,Control,"<font color=""red"">Brandon</font> informed Sam that Josh didn't learn to ride a bike yesterday.",
690,condition1,0.95,sophia,,know,low_prob,Sophia is a high end fashion model,0.415413533834586,ah_first,,14103,9,0.97,,know_neg,Critical,"<font color=""red"">Shirley</font> knows that Sophia didn't get a tattoo.",
690,condition1,0.96,olivia,,inform,high_prob,Olivia works the third shift,0.664776119402985,ah_first,,14752,10,0.97,,inform_pos,Control,"<font color=""red"">Laura</font> informed Sam that Olivia sleeps until noon.",
690,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,ah_first,,9373,11,0.94,,MC,Filler,This pizza has mushrooms on it.,
690,condition1,0.95,julian,,say,high_prob,Julian is Cuban,0.599493670886076,ah_first,,9346,12,0.93,,say_pos,Control,"<font color=""red"">Jacob</font> said that Julian dances salsa.",
690,condition1,0.96,josie,,inform,high_prob,Josie loves France,0.73343949044586,ah_first,,35900,13,0.95,,inform_neg,Control,"<font color=""red"">Emily</font> informed Sam that Josie didn't go on vacation to France.",
690,condition1,0.92,charley,,think,high_prob,Charley lives in Mexico,0.804632352941177,ah_first,,8780,14,0.85,,think_pos,Critical,"<font color=""red"">Gary</font> thinks that Charley speaks Spanish.",
690,condition1,0.93,grace,,say,high_prob,Grace loves her sister,0.790144927536232,ah_first,,12143,15,0.49,,say_neg,Control,"<font color=""red"">Melissa</font> said that Grace didn't visit her sister.",
690,condition1,,ballet,,MC,neutral,Ballet is a type of dance,0,ah_first,,8753,16,0.99,,MC,Filler,Ann dances ballet.,
690,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,ah_first,,7629,17,0.99,,MC,Filler,These muffins have blueberries in them.,
690,condition1,0.95,tony,,know,low_prob,Tony has been sober for 20 years,0.2196,ah_first,,12359,18,0.14,,know_pos,Critical,"<font color=""red"">Jeffrey</font> knows that Tony had a drink last night.",
690,condition1,,hat,,MC,neutral,Hats are worn on the head,0,ah_first,,8442,19,0.94,,MC,Filler,Samantha has a new hat.,
690,condition1,1,frank,,know,high_prob,Frank has always wanted a pet,0.67972027972028,ah_first,,12470,20,0.47,,know_neg,Critical,"<font color=""red"">Stephanie</font> knows that Frank didn't get a cat.",
690,condition1,1,zoe,,think,low_prob,Zoe is 5 years old,0.192108843537415,ah_first,,23193,21,0.98,,think_neg,Critical,"<font color=""red"">Timothy</font> thinks that Zoe didn't calculate the tip.",
690,condition1,0.95,jackson,,think,low_prob,Jackson is obese,0.186013986013986,ah_first,,14551,22,0.07,,think_pos,Critical,"<font color=""red"">Nicholas</font> thinks that Jackson ran 10 miles.",
690,condition1,,mary,,Polar,low_prob,Mary is a middle school student,0.225401459854015,ah_first,,9639,23,0.93,,bare_pos,Critical,Mary is pregnant.,
690,condition1,0.71,jon,,inform,low_prob,Jon lives 10 miles away from work,0.235696202531646,ah_first,,11646,24,0.54,,inform_pos,Control,"<font color=""red"">Rebecca</font> informed Sam that Jon walks to work.",
690,condition1,,garage,,MC,neutral,Garages are used to store cars and other things,0,ah_first,,7827,25,0.89,,MC,Filler,Carl's kids were in the garage.,
690,condition1,0.93,emma,,say,low_prob,Emma is in first grade,0.323098591549296,ah_first,,11904,26,0.9,,say_neg,Control,"<font color=""red"">Jonathan</font> said that Emma didn't study on Saturday morning.",
690,condition1,,mia,,Polar,low_prob,Mia is a nun,0.224901960784314,ah_first,,9225,27,0.56,,bare_neg,Critical,Mia didn't drink 2 cocktails last night.,
690,condition1,,owen,,Polar,high_prob,Owen lives in Chicago,0.74648275862069,ah_first,,10780,28,0.99,,bare_pos,Critical,Owen shoveled snow last winter.,
690,condition1,0.91,danny,,think,high_prob,Danny loves cake,0.697062937062937,ah_first,,8773,29,0.5,,think_neg,Critical,"<font color=""red"">Ryan</font> thinks that Danny didn't eat the last cupcake.",
635,condition1,,,Barbara,,,,,,barbara,0,1,,bot_check,,,,
635,condition1,,emma,,Polar,high_prob,Emma is in law school,0.680763888888889,speaker_first,,15220,4,0.97,,bare_neg,Critical,Emma didn't study on Saturday morning.,
635,condition1,0.52,mia,,know,high_prob,Mia is a college student,0.579022556390977,speaker_first,,14388,5,0.98,,know_pos,Critical,"<font color=""red"">Jonathan</font> knows that Mia drank 2 cocktails last night.",
635,condition1,0.69,josh,,say,high_prob,Josh is a 5-year old boy,0.544575163398693,speaker_first,,14702,6,0.5,,say_neg,Control,"<font color=""red"">Laura</font> said that Josh didn't learn to ride a bike yesterday.",
635,condition1,,muffins,,MC,neutral,Muffins are sold at the bakery,0,speaker_first,,4518,7,0.98,,MC,Filler,These muffins have blueberries in them.,
635,condition1,,charley,,Polar,high_prob,Charley lives in Mexico,0.804632352941177,speaker_first,,3433,8,0.99,,bare_pos,Critical,Charley speaks Spanish.,
635,condition1,0.54,olivia,,know,low_prob,Olivia has two small children,0.210592105263158,speaker_first,,15919,9,0.69,,know_pos,Critical,"<font color=""red"">Jacob</font> knows that Olivia sleeps until noon.",
635,condition1,0.77,grace,,think,low_prob,Grace hates her sister,0.24777027027027,speaker_first,,16568,10,0.52,,think_pos,Critical,"<font color=""red"">Shirley</font> thinks that Grace visited her sister.",
635,condition1,0.62,isabella,,think,high_prob,Isabella is from Argentina,0.517707006369427,speaker_first,,12643,11,0.49,,think_neg,Critical,"<font color=""red"">Rebecca</font> thinks that Isabella didn't eat a steak on Sunday.",
635,condition1,0.7,jackson,,know,high_prob,Jackson is training for a marathon,0.774965034965035,speaker_first,,12098,12,0.47,,know_neg,Critical,"<font color=""red"">Emily</font> knows that Jackson didn't run 10 miles.",
635,condition1,0.69,sophia,,think,low_prob,Sophia is a high end fashion model,0.415413533834586,speaker_first,,11974,13,0.31,,think_neg,Critical,"<font color=""red"">Timothy</font> thinks that Sophia didn't a tattoo.",
635,condition1,0.94,emily,,inform,high_prob,Emily has been saving for a year,0.561555555555556,speaker_first,,19912,14,0.64,,inform_neg,Control,"<font color=""red"">Carol</font> informed Sam that Emily didn't buy a car yesterday.",
635,condition1,,frank,,Polar,low_prob,Frank is allergic to cats,0.16965034965035,speaker_first,,7227,15,0.98,,bare_pos,Critical,Frank got a cat.,
635,condition1,0.83,owen,,inform,low_prob,Owen lives in New Orleans,0.279503546099291,speaker_first,,17913,16,0.58,,inform_pos,Control,"<font color=""red"">Jeffrey</font> informed Sam that Owen shoveled snow last winter.",
635,condition1,0.92,jayden,,inform,low_prob,Jayden doesn't have a driver's license,0.1756,speaker_first,,27363,17,0.79,,inform_neg,Control,"<font color=""red"">Jason</font> informed Sam that Jayden didn't rent a car.",
635,condition1,,pizza,,MC,neutral,Pizza is sold at the pizzeria,0,speaker_first,,7237,18,0.99,,MC,Filler,This pizza has mushrooms on it.,
635,condition1,,hat,,MC,neutral,Hats are worn on the head,0,speaker_first,,2930,19,0.99,,MC,Filler,Samantha has a new hat.,
635,condition1,0.91,jon,,say,high_prob,Jon lives 2 blocks away from work,0.7559375,speaker_first,,14209,20,0.6,,say_pos,Control,"<font color=""red"">Stephanie</font> said that Jon walks to work.",
635,condition1,0.83,danny,,say,low_prob,Danny is a diabetic,0.27993006993007,speaker_first,,11144,21,0.54,,say_pos,Control,"<font color=""red"">Gary</font> said that Danny ate the last cupcake.",
635,condition1,0.74,julian,,say,low_prob,Julian is German,0.401796875,speaker_first,,9329,22,0.58,,say_neg,Control,"<font color=""red"">Sharon</font> said that Julian doesn't dance salsa.",
