workerid,proliferate.condition,belief_response,certainty_question,certainty_response,content,object,prior,prior_fact,response,rt,slide_number_in_experiment,trigger,trigger_class,utterance,error
50,condition1,0.75,How certain is Nicholas that Frank got a cat?,0.88,frank,,0.67972027972028,Frank has always wanted a pet,,40683,6,confirm_pos,Critical,,
50,condition1,0.14,How certain is Dennis that Owen shoveled snow last winter?,0.74,owen,,0.25351724137931,Owen lives in Chicago,,193504,7,inform_neg,Critical,,
50,condition1,0.79,How certain is Benjamin that Jack was playing outside with the kids?,0.89,kids,,0,Many children like ice cream,,56538,8,MC,Control,,
50,condition1,0.07,How certain is Deborah that Grace visited her sister?,0.9,grace,,0.209855072463768,Grace loves her sister,,51587,9,say_neg,Critical,,
50,condition1,0.95,How certain is Heather that Mary is pregnant?,0.93,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,27580,10,say_pos,Critical,,
50,condition1,0.87,How certain is Brandon that Samantha has a new hat?,0.95,hat,,0,Hats are worn on the head,,32334,11,MC,Control,,
50,condition1,0.19,How certain is Jacob that this pizza doesn't have mushrooms on it?,0.4,pizza,,0,Pizza is sold at the pizzeria,,45039,12,MC,Control,,
50,condition1,0.29,How certain is Jonathan that Carl's kids weren't in the garage?,0.72,garage,,0,Garages are used to store cars and other things,,40675,13,MC,Control,,
50,condition1,0.2,How certain is Raymond that these muffins don't have blueberries in them?,0.88,muffins,,0,Muffins are sold at the bakery,,36257,14,MC,Control,,
50,condition1,0.81,How certain is Angela that Jon walks to work?,0.28,jon,,0.7559375,Jon lives 2 blocks away from work,,36264,15,simple_polar,Critical,,
50,condition1,0.83,How certain is Jason that Danny ate the last cupcake?,0.88,danny,,0.697062937062937,Danny loves cake,,30144,16,inform_pos,Critical,,
50,condition1,0.93,How certain is Melissa that Jayden rented a car?,0.88,jayden,,0.687794117647059,Jayden's car is in the shop,,23237,17,simple_polar,Critical,,
50,condition1,0.93,How certain is Steven that Tony had a drink last night?,0.95,tony,,0.747279411764706,Tony really likes to party with his friends,,28442,18,think_pos,Critical,,
50,condition1,0.96,How certain is Stephanie that Charley speaks Spanish?,0.9,charley,,0.804632352941177,Charley lives in Mexico,,25718,19,know_pos,Critical,,
50,condition1,0.16,How certain is George that Josie went on vacation to France?,0.84,josie,,0.26656050955414,Josie loves France,,36085,20,know_neg,Critical,,
50,condition1,0.04,How certain is Laura that Zoe calculated the tip?,0.94,zoe,,0.25402877697841697,Zoe is a math major,,33791,21,confirm_neg,Critical,,
30,condition1,,,,,Jessica,,,Jessica,0,1,,,bot_check,
30,condition1,0.3,How certain is Donna that Frank got a cat?,0.64,frank,,0.32027972027971996,Frank has always wanted a pet,,21705,4,confirm_neg,Critical,,
30,condition1,0.5,How certain is Ruth that Jayden didn't rent a car?,0.46,jayden,,0.687794117647059,Jayden's car is in the shop,,11395,5,say_pos,Critical,,
30,condition1,0.51,How certain is Heather that Jon doesn't walk to work?,0.47,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,10823,6,say_neg,Critical,,
30,condition1,0.65,How certain is Edward that this pizza has mushrooms on it?,0.5,pizza,,0,Pizza is sold at the pizzeria,,11341,7,MC,Control,,
30,condition1,0.81,How certain is Carol that Danny ate the last cupcake?,0.77,danny,,0.697062937062937,Danny loves cake,,11216,8,inform_pos,Critical,,
30,condition1,0.6,How certain is Gregory that Tony had a drink last night?,0.6,tony,,0.747279411764706,Tony really likes to party with his friends,,9442,9,simple_polar,Critical,,
30,condition1,0.5,How certain is Christina that Ann doesn't dance ballet?,0.17,ballet,,0,Ballet is a type of dance,,10719,10,MC,Control,,
30,condition1,0.73,How certain is Amanda that Josie didn't go on vacation to France?,0.75,josie,,0.26656050955414,Josie loves France,,17843,11,inform_neg,Critical,,
30,condition1,0.86,How certain is Brandon that Zoe didn't calculate the tip?,0.86,zoe,,0.25402877697841697,Zoe is a math major,,12166,12,know_neg,Critical,,
30,condition1,0.47,How certain is Kevin that Jackson didn't run 10 miles?,0.45,jackson,,0.774965034965035,Jackson is training for a marathon,,6977,13,simple_polar,Critical,,
30,condition1,0.5,How certain is Stephanie that Samantha doesn't have a new hat?,0.46,hat,,0,Hats are worn on the head,,8494,14,MC,Control,,
30,condition1,0.5,How certain is George that Carl's kids weren't in the garage?,0.51,garage,,0,Garages are used to store cars and other things,,9240,15,MC,Control,,
30,condition1,0.19,How certain is Sharon that Mary is pregnant?,0.85,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,13039,16,think_neg,Critical,,
30,condition1,0.49,How certain is Lisa that these muffins don't have blueberries in them?,0.45,muffins,,0,Muffins are sold at the bakery,,7065,17,MC,Control,,
30,condition1,0.49,How certain is Virginia that Owen didn't shovel snow last winter?,0.45,owen,,0.74648275862069,Owen lives in Chicago,,7359,18,confirm_pos,Critical,,
30,condition1,0.51,How certain is Dorothy that Jack was playing outside with the kids?,0.45,kids,,0,Many children like ice cream,,7852,19,MC,Control,,
30,condition1,0.37,How certain is Laura that Charley doesn't speak Spanish?,0.29,charley,,0.804632352941177,Charley lives in Mexico,,8591,20,think_pos,Critical,,
30,condition1,0.87,How certain is Jason that Grace visited her sister?,0.88,grace,,0.790144927536232,Grace loves her sister,,9059,21,know_pos,Critical,,
56,condition1,,,,,Linda,,,Linda,0,1,,,bot_check,
56,condition1,0.62,How certain is Jeffrey that Carl's kids were in the garage?,0.49,garage,,0,Garages are used to store cars and other things,,19297,4,MC,Control,,
56,condition1,0.51,How certain is Carolyn that Danny didn't eat the last cupcake?,0.49,danny,,0.302937062937063,Danny loves cake,,25741,5,confirm_neg,Critical,,
56,condition1,0.9,How certain is Gary that Mary is pregnant?,0.89,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,27090,6,simple_polar,Critical,,
56,condition1,1,How certain is Dorothy that Frank got a cat?,1,frank,,0.67972027972028,Frank has always wanted a pet,,12793,7,know_pos,Critical,,
56,condition1,0.51,How certain is Jennifer that Jack was playing outside with the kids?,0.46,kids,,0,Many children like ice cream,,9747,8,MC,Control,,
56,condition1,0.7,How certain is Kathleen that Jackson ran 10 miles?,0.72,jackson,,0.774965034965035,Jackson is training for a marathon,,12066,9,confirm_pos,Critical,,
56,condition1,0.49,How certain is Kimberly that Ann doesn't dance ballet?,0.48,ballet,,0,Ballet is a type of dance,,15576,10,MC,Control,,
56,condition1,0.77,How certain is Eric that Tony had a drink last night?,0.76,tony,,0.747279411764706,Tony really likes to party with his friends,,15687,11,say_pos,Critical,,
56,condition1,0.81,How certain is Emily that Charley speaks Spanish?,0.8,charley,,0.804632352941177,Charley lives in Mexico,,11581,12,simple_polar,Critical,,
56,condition1,0.58,How certain is Patrick that Owen didn't shovel snow last winter?,0.42,owen,,0.25351724137931,Owen lives in Chicago,,22272,13,say_neg,Critical,,
56,condition1,0.32,How certain is Angela that Jon doesn't walk to work?,0.64,jon,,0.7559375,Jon lives 2 blocks away from work,,21443,14,think_pos,Critical,,
56,condition1,0.47,How certain is Raymond that these muffins don't have blueberries in them?,0.48,muffins,,0,Muffins are sold at the bakery,,147878,15,MC,Control,,
56,condition1,0.99,How certain is Melissa that Jayden didn't rent a car?,0.97,jayden,,0.312205882352941,Jayden's car is in the shop,,15175,16,inform_neg,Critical,,
56,condition1,1,How certain is Rebecca that Grace didn't visit her sister?,1,grace,,0.209855072463768,Grace loves her sister,,8431,17,know_neg,Critical,,
56,condition1,0.29,How certain is Matthew that Josie went on vacation to France?,0.25,josie,,0.26656050955414,Josie loves France,,16297,18,think_neg,Critical,,
56,condition1,0.51,How certain is Justin that Samantha has a new hat?,0.47,hat,,0,Hats are worn on the head,,62514,19,MC,Control,,
56,condition1,0.94,How certain is Nicole that Zoe calculated the tip?,0.94,zoe,,0.745971223021583,Zoe is a math major,,14429,20,inform_pos,Critical,,
56,condition1,0.5,How certain is Dennis that this pizza doesn't have mushrooms on it?,0.52,pizza,,0,Pizza is sold at the pizzeria,,9799,21,MC,Control,,
59,condition1,,,,,Elizabeth,,,Elizabeth,0,1,,,bot_check,
59,condition1,0.01,How certain is Patrick that Zoe calculated the tip?,0.87,zoe,,0.25402877697841697,Zoe is a math major,,28179,4,think_neg,Critical,,
59,condition1,0.88,How certain is Amy that Tony had a drink last night?,0.86,tony,,0.747279411764706,Tony really likes to party with his friends,,12669,5,say_pos,Critical,,
59,condition1,0.9,How certain is Kathleen that Danny ate the last cupcake?,0.94,danny,,0.697062937062937,Danny loves cake,,5829,6,simple_polar,Critical,,
59,condition1,0.13,How certain is Paul that Grace visited her sister?,0.48,grace,,0.209855072463768,Grace loves her sister,,10901,7,say_neg,Critical,,
59,condition1,0.57,How certain is Julie that these muffins have blueberries in them?,0.56,muffins,,0,Muffins are sold at the bakery,,9329,8,MC,Control,,
59,condition1,0.75,How certain is Ryan that Samantha has a new hat?,0.72,hat,,0,Hats are worn on the head,,6973,9,MC,Control,,
59,condition1,0.62,How certain is Christopher that Owen didn't shovel snow last winter?,0.56,owen,,0.25351724137931,Owen lives in Chicago,,15075,10,confirm_neg,Critical,,
59,condition1,0.97,How certain is Rachel that Frank got a cat?,0.97,frank,,0.67972027972028,Frank has always wanted a pet,,7782,11,know_pos,Critical,,
59,condition1,0.77,How certain is Raymond that Jon walks to work?,0.62,jon,,0.7559375,Jon lives 2 blocks away from work,,6064,12,simple_polar,Critical,,
59,condition1,0.85,How certain is Sharon that Mary isn't pregnant?,0.91,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,11854,13,inform_neg,Critical,,
59,condition1,0.49,How certain is Nancy that Jackson didn't run 10 miles?,0.4,jackson,,0.774965034965035,Jackson is training for a marathon,,6559,14,confirm_pos,Critical,,
59,condition1,0.56,How certain is Kevin that this pizza has mushrooms on it?,0.63,pizza,,0,Pizza is sold at the pizzeria,,6542,15,MC,Control,,
59,condition1,0.51,How certain is Diane that Carl's kids were in the garage?,0.46,garage,,0,Garages are used to store cars and other things,,5676,16,MC,Control,,
59,condition1,0.5,How certain is Steven that Ann doesn't dance ballet?,0.47,ballet,,0,Ballet is a type of dance,,6989,17,MC,Control,,
59,condition1,0.88,How certain is Kenneth that Jayden rented a car?,0.95,jayden,,0.687794117647059,Jayden's car is in the shop,,8546,18,inform_pos,Critical,,
59,condition1,0.49,How certain is Donald that Jack wasn't playing outside with the kids?,0.47,kids,,0,Many children like ice cream,,8399,19,MC,Control,,
59,condition1,0.53,How certain is Deborah that Charley speaks Spanish?,0.51,charley,,0.804632352941177,Charley lives in Mexico,,7953,20,think_pos,Critical,,
59,condition1,0.97,How certain is Scott that Josie didn't go on vacation to France?,0.96,josie,,0.26656050955414,Josie loves France,,10393,21,know_neg,Critical,,
25,condition1,,,,,Sarah,,,sarah,0,1,,,bot_check,
25,condition1,0.07,How certain is Justin that Jack wasn't playing outside with the kids?,0.03,kids,,0,Many children like ice cream,,34328,4,MC,Control,,
25,condition1,0.93,How certain is Daniel that Grace didn't visit her sister?,0.93,grace,,0.209855072463768,Grace loves her sister,,27484,5,know_neg,Critical,,
25,condition1,0.51,How certain is Tyler that Josie didn't go on vacation to France?,0.47,josie,,0.26656050955414,Josie loves France,,23482,6,think_neg,Critical,,
25,condition1,0.97,How certain is Brandon that Carl's kids were in the garage?,0.14,garage,,0,Garages are used to store cars and other things,,21443,7,MC,Control,,
25,condition1,0.83,How certain is Angela that Tony didn't have a drink last night?,0.93,tony,,0.252720588235294,Tony really likes to party with his friends,,24918,8,inform_neg,Critical,,
25,condition1,0.56,How certain is Raymond that this pizza has mushrooms on it?,0.5,pizza,,0,Pizza is sold at the pizzeria,,15089,9,MC,Control,,
25,condition1,0.5,How certain is Laura that Jon doesn't walk to work?,0.15,jon,,0.7559375,Jon lives 2 blocks away from work,,15421,10,simple_polar,Critical,,
25,condition1,0.91,How certain is Donald that Jackson ran 10 miles?,0.93,jackson,,0.774965034965035,Jackson is training for a marathon,,14436,11,know_pos,Critical,,
25,condition1,0.85,How certain is Carol that Danny ate the last cupcake?,0.9,danny,,0.697062937062937,Danny loves cake,,14502,12,inform_pos,Critical,,
25,condition1,0.49,How certain is Kenneth that these muffins don't have blueberries in them?,0.18,muffins,,0,Muffins are sold at the bakery,,17371,13,MC,Control,,
25,condition1,0.51,How certain is Sandra that Zoe didn't calculate the tip?,0.17,zoe,,0.25402877697841697,Zoe is a math major,,17876,14,confirm_neg,Critical,,
25,condition1,0.75,How certain is Jeffrey that Jayden rented a car?,0.26,jayden,,0.687794117647059,Jayden's car is in the shop,,15472,15,simple_polar,Critical,,
25,condition1,0.49,How certain is Joyce that Ann doesn't dance ballet?,0.12,ballet,,0,Ballet is a type of dance,,17706,16,MC,Control,,
25,condition1,0.68,How certain is Heather that Mary is pregnant?,0.33,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,10029,17,confirm_pos,Critical,,
25,condition1,0.45,How certain is Jonathan that Owen didn't shovel snow last winter?,0.15,owen,,0.74648275862069,Owen lives in Chicago,,14185,18,say_pos,Critical,,
25,condition1,0.29,How certain is Ronald that Frank didn't get a cat?,0.54,frank,,0.67972027972028,Frank has always wanted a pet,,18758,19,think_pos,Critical,,
25,condition1,0.94,How certain is Dorothy that Charley doesn't speak Spanish?,0.85,charley,,0.19536764705882304,Charley lives in Mexico,,15386,20,say_neg,Critical,,
25,condition1,0.59,How certain is Betty that Samantha has a new hat?,0.62,hat,,0,Hats are worn on the head,,9545,21,MC,Control,,
45,condition1,,,,,Susan,,,Susan,0,1,,,bot_check,
45,condition1,1,How certain is Patrick that Jackson ran 10 miles?,0.98,jackson,,0.774965034965035,Jackson is training for a marathon,,20256,4,know_pos,Critical,,
45,condition1,0.77,How certain is Virginia that Jon doesn't walk to work?,0.92,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,12104,5,say_neg,Critical,,
45,condition1,0.54,How certain is Paul that Tony didn't have a drink last night?,0.41,tony,,0.252720588235294,Tony really likes to party with his friends,,25296,6,confirm_neg,Critical,,
45,condition1,0.5,How certain is Gregory that Jack wasn't playing outside with the kids?,0.46,kids,,0,Many children like ice cream,,20201,7,MC,Control,,
45,condition1,0.32,How certain is Julie that Charley doesn't speak Spanish?,0.28,charley,,0.804632352941177,Charley lives in Mexico,,14968,8,say_pos,Critical,,
45,condition1,0.77,How certain is George that Frank got a cat?,0.76,frank,,0.67972027972028,Frank has always wanted a pet,,12912,9,simple_polar,Critical,,
45,condition1,1,How certain is Joyce that Josie went on vacation to France?,0.99,josie,,0.73343949044586,Josie loves France,,15871,10,inform_pos,Critical,,
45,condition1,0.01,How certain is Karen that Jayden didn't rent a car?,0.98,jayden,,0.687794117647059,Jayden's car is in the shop,,13776,11,think_pos,Critical,,
45,condition1,0.78,How certain is Kenneth that Carl's kids were in the garage?,0.6,garage,,0,Garages are used to store cars and other things,,14152,12,MC,Control,,
45,condition1,0.98,How certain is Brandon that Grace didn't visit her sister?,0.86,grace,,0.209855072463768,Grace loves her sister,,15369,13,know_neg,Critical,,
45,condition1,0.65,How certain is Gary that Samantha has a new hat?,0.48,hat,,0,Hats are worn on the head,,12663,14,MC,Control,,
45,condition1,0.64,How certain is Dennis that Mary is pregnant?,0.36,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,11576,15,simple_polar,Critical,,
45,condition1,0.92,How certain is Nicole that Danny didn't eat the last cupcake?,0.65,danny,,0.302937062937063,Danny loves cake,,24921,16,inform_neg,Critical,,
45,condition1,0.75,How certain is Shirley that these muffins have blueberries in them?,0.79,muffins,,0,Muffins are sold at the bakery,,11263,17,MC,Control,,
45,condition1,0.99,How certain is Brenda that Zoe didn't calculate the tip?,0.97,zoe,,0.25402877697841697,Zoe is a math major,,10408,18,think_neg,Critical,,
45,condition1,0.76,How certain is Laura that Owen shoveled snow last winter?,0.71,owen,,0.74648275862069,Owen lives in Chicago,,13744,19,confirm_pos,Critical,,
45,condition1,0.68,How certain is Steven that this pizza has mushrooms on it?,0.63,pizza,,0,Pizza is sold at the pizzeria,,8120,20,MC,Control,,
45,condition1,0.51,How certain is Stephanie that Ann dances ballet?,0.46,ballet,,0,Ballet is a type of dance,,15657,21,MC,Control,,
36,condition1,,,,,Susan,,,Susan,0,1,,,bot_check,
36,condition1,0.46,How certain is Emily that Owen shoveled snow last winter?,0.66,owen,,0.25351724137931,Owen lives in Chicago,,4639,4,know_neg,Critical,,
36,condition1,0.67,How certain is Sandra that Jackson didn't run 10 miles?,0.13,jackson,,0.225034965034965,Jackson is training for a marathon,,4120,5,inform_neg,Critical,,
36,condition1,0.63,How certain is Karen that Mary is pregnant?,0.26,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,4224,6,simple_polar,Critical,,
36,condition1,0.27,How certain is Patrick that this pizza doesn't have mushrooms on it?,0.26,pizza,,0,Pizza is sold at the pizzeria,,2952,7,MC,Control,,
36,condition1,0.77,How certain is Alexander that these muffins have blueberries in them?,0.61,muffins,,0,Muffins are sold at the bakery,,2928,8,MC,Control,,
36,condition1,0.21,How certain is Kevin that Jon doesn't walk to work?,0.44,jon,,0.7559375,Jon lives 2 blocks away from work,,2320,9,know_pos,Critical,,
36,condition1,0.21,How certain is Melissa that Grace didn't visit her sister?,0.59,grace,,0.790144927536232,Grace loves her sister,,3163,10,think_pos,Critical,,
36,condition1,0.27,How certain is Carolyn that Charley doesn't speak Spanish?,0.02,charley,,0.804632352941177,Charley lives in Mexico,,2413,11,confirm_pos,Critical,,
36,condition1,0.77,How certain is Jonathan that Josie didn't go on vacation to France?,0.71,josie,,0.26656050955414,Josie loves France,,2710,12,confirm_neg,Critical,,
36,condition1,0.66,How certain is Benjamin that Ann dances ballet?,0.34,ballet,,0,Ballet is a type of dance,,4049,13,MC,Control,,
36,condition1,0.66,How certain is Brian that Frank didn't get a cat?,0.47,frank,,0.32027972027971996,Frank has always wanted a pet,,6117,14,say_neg,Critical,,
36,condition1,0.8,How certain is Amy that Tony didn't have a drink last night?,0.31,tony,,0.252720588235294,Tony really likes to party with his friends,,3530,15,think_neg,Critical,,
36,condition1,0.82,How certain is Matthew that Samantha has a new hat?,0.64,hat,,0,Hats are worn on the head,,2897,16,MC,Control,,
36,condition1,0.71,How certain is Amanda that Jayden rented a car?,0.51,jayden,,0.687794117647059,Jayden's car is in the shop,,3479,17,simple_polar,Critical,,
36,condition1,0.74,How certain is Michelle that Zoe calculated the tip?,0.59,zoe,,0.745971223021583,Zoe is a math major,,5666,18,say_pos,Critical,,
36,condition1,0.7,How certain is Jerry that Jack was playing outside with the kids?,0.2,kids,,0,Many children like ice cream,,2510,19,MC,Control,,
36,condition1,0.35,How certain is Brandon that Danny didn't eat the last cupcake?,0.59,danny,,0.697062937062937,Danny loves cake,,2705,20,inform_pos,Critical,,
36,condition1,0.72,How certain is Scott that Carl's kids were in the garage?,0.56,garage,,0,Garages are used to store cars and other things,,2424,21,MC,Control,,
71,condition1,,,,,Mary,,,Mary,0,1,,,bot_check,
71,condition1,0.85,How certain is Carolyn that Josie went on vacation to France?,0.9,josie,,0.73343949044586,Josie loves France,,33484,4,inform_pos,Critical,,
71,condition1,0.9,How certain is Rachel that Grace didn't visit her sister?,0.81,grace,,0.209855072463768,Grace loves her sister,,7592,5,think_neg,Critical,,
71,condition1,0.88,How certain is Justin that Jackson ran 10 miles?,0.85,jackson,,0.774965034965035,Jackson is training for a marathon,,10455,6,simple_polar,Critical,,
71,condition1,0.91,How certain is Tyler that Charley doesn't speak Spanish?,0.82,charley,,0.19536764705882304,Charley lives in Mexico,,14599,7,say_neg,Critical,,
71,condition1,0.81,How certain is Timothy that Samantha has a new hat?,0.79,hat,,0,Hats are worn on the head,,6139,8,MC,Control,,
71,condition1,0.83,How certain is Joyce that Owen shoveled snow last winter?,0.8,owen,,0.74648275862069,Owen lives in Chicago,,4940,9,say_pos,Critical,,
71,condition1,0.86,How certain is Karen that Zoe didn't calculate the tip?,0.84,zoe,,0.25402877697841697,Zoe is a math major,,4940,10,confirm_neg,Critical,,
71,condition1,0.86,How certain is Emily that Danny ate the last cupcake?,0.77,danny,,0.697062937062937,Danny loves cake,,10225,11,think_pos,Critical,,
71,condition1,0.88,How certain is Sharon that Carl's kids were in the garage?,0.93,garage,,0,Garages are used to store cars and other things,,6457,12,MC,Control,,
71,condition1,0.77,How certain is Donald that Mary isn't pregnant?,0.91,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,6540,13,inform_neg,Critical,,
71,condition1,0.9,How certain is Virginia that Ann dances ballet?,0.86,ballet,,0,Ballet is a type of dance,,5320,14,MC,Control,,
71,condition1,0.88,How certain is Nicole that Tony had a drink last night?,0.91,tony,,0.747279411764706,Tony really likes to party with his friends,,5602,15,confirm_pos,Critical,,
71,condition1,0.89,How certain is Jason that Jon doesn't walk to work?,0.82,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,4821,16,know_neg,Critical,,
71,condition1,0.93,How certain is Brenda that this pizza has mushrooms on it?,0.82,pizza,,0,Pizza is sold at the pizzeria,,9492,17,MC,Control,,
71,condition1,0.87,How certain is Laura that Frank got a cat?,0.8,frank,,0.67972027972028,Frank has always wanted a pet,,8284,18,simple_polar,Critical,,
71,condition1,0.85,How certain is Amanda that Jack was playing outside with the kids?,0.74,kids,,0,Many children like ice cream,,8019,19,MC,Control,,
71,condition1,0.85,How certain is Diane that these muffins have blueberries in them?,0.84,muffins,,0,Muffins are sold at the bakery,,10472,20,MC,Control,,
71,condition1,0.72,How certain is Gregory that Jayden rented a car?,0.71,jayden,,0.687794117647059,Jayden's car is in the shop,,5356,21,know_pos,Critical,,
24,condition1,,,,,Linda,,,Linda,0,1,,,bot_check,
24,condition1,0.66,How certain is Christopher that these muffins have blueberries in them?,0,muffins,,0,Muffins are sold at the bakery,,13127,4,MC,Control,,
24,condition1,0.63,How certain is Cynthia that Zoe calculated the tip?,0.57,zoe,,0.745971223021583,Zoe is a math major,,12318,5,simple_polar,Critical,,
24,condition1,0.5,How certain is Kimberly that Josie didn't go on vacation to France?,0,josie,,0.73343949044586,Josie loves France,,10117,6,simple_polar,Critical,,
24,condition1,0.58,How certain is Benjamin that Jack was playing outside with the kids?,0.54,kids,,0,Many children like ice cream,,11506,7,MC,Control,,
24,condition1,1,How certain is Gregory that Owen shoveled snow last winter?,1,owen,,0.74648275862069,Owen lives in Chicago,,15319,8,know_pos,Critical,,
24,condition1,0.76,How certain is Heather that this pizza has mushrooms on it?,0.76,pizza,,0,Pizza is sold at the pizzeria,,15289,9,MC,Control,,
24,condition1,1,How certain is Amy that Jon doesn't walk to work?,1,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,14596,10,inform_neg,Critical,,
24,condition1,1,How certain is Joyce that Jayden didn't rent a car?,1,jayden,,0.312205882352941,Jayden's car is in the shop,,14335,11,say_neg,Critical,,
24,condition1,0,How certain is Gary that Charley speaks Spanish?,1,charley,,0.19536764705882304,Charley lives in Mexico,,11709,12,think_neg,Critical,,
24,condition1,0.17,How certain is Betty that Tony had a drink last night?,0.34,tony,,0.252720588235294,Tony really likes to party with his friends,,11301,13,confirm_neg,Critical,,
24,condition1,0.63,How certain is Rachel that Ann dances ballet?,0.46,ballet,,0,Ballet is a type of dance,,11124,14,MC,Control,,
24,condition1,0.55,How certain is Michelle that Samantha has a new hat?,0.43,hat,,0,Hats are worn on the head,,8984,15,MC,Control,,
24,condition1,0.27,How certain is Kevin that Carl's kids weren't in the garage?,0.71,garage,,0,Garages are used to store cars and other things,,9808,16,MC,Control,,
24,condition1,1,How certain is Diane that Grace visited her sister?,1,grace,,0.790144927536232,Grace loves her sister,,32405,17,inform_pos,Critical,,
24,condition1,0.1,How certain is Deborah that Danny didn't eat the last cupcake?,0.75,danny,,0.697062937062937,Danny loves cake,,11854,18,think_pos,Critical,,
24,condition1,1,How certain is Daniel that Frank didn't get a cat?,1,frank,,0.32027972027971996,Frank has always wanted a pet,,7713,19,know_neg,Critical,,
24,condition1,0.9,How certain is Amanda that Mary is pregnant?,0.18,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,8830,20,confirm_pos,Critical,,
24,condition1,0.29,How certain is Lisa that Jackson didn't run 10 miles?,0.66,jackson,,0.774965034965035,Jackson is training for a marathon,,13131,21,say_pos,Critical,,
21,condition1,,,,,Margaret,,,Margaret,0,1,,,bot_check,
21,condition1,0.33,How certain is Edward that Josie didn't go on vacation to France?,0.21,josie,,0.73343949044586,Josie loves France,,29707,4,confirm_pos,Critical,,
21,condition1,0.36,How certain is Brenda that Mary is pregnant?,0.26,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,16802,5,confirm_neg,Critical,,
21,condition1,0.39,How certain is Cynthia that Frank didn't get a cat?,0.4,frank,,0.67972027972028,Frank has always wanted a pet,,13802,6,simple_polar,Critical,,
21,condition1,0.08,How certain is Jeffrey that Owen shoveled snow last winter?,0.59,owen,,0.25351724137931,Owen lives in Chicago,,20306,7,think_neg,Critical,,
21,condition1,0.87,How certain is Diane that Jayden rented a car?,0.83,jayden,,0.687794117647059,Jayden's car is in the shop,,13273,8,know_pos,Critical,,
21,condition1,0.36,How certain is Amy that this pizza doesn't have mushrooms on it?,0.08,pizza,,0,Pizza is sold at the pizzeria,,8985,9,MC,Control,,
21,condition1,0.35,How certain is Ashley that these muffins don't have blueberries in them?,0.11,muffins,,0,Muffins are sold at the bakery,,8625,10,MC,Control,,
21,condition1,0.36,How certain is Jennifer that Jack wasn't playing outside with the kids?,0.2,kids,,0,Many children like ice cream,,9961,11,MC,Control,,
21,condition1,0.6,How certain is Daniel that Danny ate the last cupcake?,0.41,danny,,0.697062937062937,Danny loves cake,,8352,12,simple_polar,Critical,,
21,condition1,0.11,How certain is Kathleen that Carl's kids weren't in the garage?,0.06,garage,,0,Garages are used to store cars and other things,,53318,13,MC,Control,,
21,condition1,0.55,How certain is Ryan that Jon doesn't walk to work?,0.56,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,12634,14,say_neg,Critical,,
21,condition1,0.67,How certain is Ronald that Tony didn't have a drink last night?,0.56,tony,,0.252720588235294,Tony really likes to party with his friends,,28587,15,know_neg,Critical,,
21,condition1,0.45,How certain is Gregory that Zoe didn't calculate the tip?,0.11,zoe,,0.745971223021583,Zoe is a math major,,8840,16,say_pos,Critical,,
21,condition1,0.47,How certain is Rachel that Charley doesn't speak Spanish?,0.46,charley,,0.804632352941177,Charley lives in Mexico,,29364,17,think_pos,Critical,,
21,condition1,0.66,How certain is Rebecca that Grace didn't visit her sister?,0.57,grace,,0.209855072463768,Grace loves her sister,,16027,18,inform_neg,Critical,,
21,condition1,0.19,How certain is Nicole that Ann doesn't dance ballet?,0,ballet,,0,Ballet is a type of dance,,81609,19,MC,Control,,
21,condition1,0.59,How certain is Tyler that Jackson ran 10 miles?,0.52,jackson,,0.774965034965035,Jackson is training for a marathon,,11058,20,inform_pos,Critical,,
21,condition1,0.33,How certain is Sandra that Samantha doesn't have a new hat?,0.47,hat,,0,Hats are worn on the head,,46526,21,MC,Control,,
55,condition1,,,,,Jennifer,,,Jennifer,0,1,,,bot_check,
55,condition1,0.69,How certain is Cynthia that Danny ate the last cupcake?,0.39,danny,,0.697062937062937,Danny loves cake,,16230,4,say_pos,Critical,,
55,condition1,0.53,How certain is Justin that this pizza has mushrooms on it?,0.17,pizza,,0,Pizza is sold at the pizzeria,,15270,5,MC,Control,,
55,condition1,0.44,How certain is Alexander that these muffins don't have blueberries in them?,0.06,muffins,,0,Muffins are sold at the bakery,,15582,6,MC,Control,,
55,condition1,1,How certain is Angela that Jayden rented a car?,1,jayden,,0.687794117647059,Jayden's car is in the shop,,13414,7,inform_pos,Critical,,
55,condition1,0,How certain is Larry that Josie went on vacation to France?,1,josie,,0.26656050955414,Josie loves France,,27929,8,think_neg,Critical,,
55,condition1,1,How certain is Edward that Owen didn't shovel snow last winter?,1,owen,,0.25351724137931,Owen lives in Chicago,,13875,9,inform_neg,Critical,,
